# Time[s], Amplitude[v]
0.000000000000000000e+00,1.052999971307144648e-06
4.999999999999999774e-07,1.790099961453961365e-06
9.999999999999999547e-07,1.158299935468676318e-06
1.500000000000000038e-06,9.125999758907710498e-07
1.999999999999999909e-06,5.264999867904407819e-07
2.500000000000000205e-06,-5.265000004328613212e-07
3.000000000000000076e-06,-1.263599995127151445e-06
3.499999999999999947e-06,1.053000573847384631e-07
3.999999999999999819e-06,2.421899876026145818e-06
4.500000000000000114e-06,2.141099892014608520e-06
5.000000000000000409e-06,-1.754999993863748461e-07
5.499999999999999857e-06,-1.333799984877259729e-06
6.000000000000000152e-06,-1.439099964954948535e-06
6.499999999999999600e-06,-1.614599977983743841e-06
6.999999999999999895e-06,-1.719899923955381458e-06
7.500000000000000190e-06,-1.403999992817261853e-06
7.999999999999999638e-06,-2.070899961381655800e-06
8.499999999999999933e-06,-1.719900010357378102e-06
9.000000000000000228e-06,-6.317999782368133183e-07
9.500000000000000523e-06,6.317999554994457528e-07
1.000000000000000082e-05,1.123199974699673577e-06
1.049999999999999942e-05,4.562999788504384987e-07
1.099999999999999971e-05,-6.317999896054971540e-07
1.150000000000000001e-05,-4.562999447443871505e-07
1.200000000000000030e-05,1.193399928069993545e-06
1.250000000000000060e-05,2.141099960226711322e-06
1.299999999999999920e-05,8.775000060268211771e-07
1.349999999999999949e-05,-5.265000231702287808e-07
1.399999999999999979e-05,-2.456999936839565635e-07
1.450000000000000009e-05,4.913999578093353447e-07
1.500000000000000038e-05,-1.298699967264838127e-06
1.550000000000000068e-05,-3.194099895154067866e-06
1.599999999999999928e-05,-1.368899995668471008e-06
1.650000000000000127e-05,2.176199993755289849e-06
1.699999999999999987e-05,2.597399902697361557e-06
1.749999999999999847e-05,4.211999589642800878e-07
1.800000000000000046e-05,-1.052999982675828590e-06
1.849999999999999906e-05,4.914000146527542055e-07
1.900000000000000105e-05,2.737799891292524939e-06
1.949999999999999965e-05,1.860299978488910727e-06
2.000000000000000164e-05,-1.509299977442424279e-06
2.050000000000000024e-05,-2.035799927853076850e-06
2.099999999999999884e-05,-1.053000050887931154e-07
2.150000000000000083e-05,-7.019996473900392197e-08
2.199999999999999943e-05,-1.403999981448578123e-06
2.250000000000000142e-05,-9.827999656408792277e-07
2.300000000000000002e-05,1.123199981520883688e-06
2.349999999999999862e-05,2.176199923269450766e-06
2.400000000000000061e-05,5.615999657493375750e-07
2.449999999999999921e-05,-1.017899955968459751e-06
2.500000000000000120e-05,-4.211999407743860354e-07
2.549999999999999980e-05,1.088099952539778357e-06
2.599999999999999840e-05,1.825200008624960961e-06
2.650000000000000039e-05,3.860999822791199983e-07
2.699999999999999899e-05,-1.614599914319114658e-06
2.750000000000000098e-05,-2.456999889091093588e-06
2.799999999999999958e-05,-2.667599935648468056e-06
2.850000000000000157e-05,-2.562299923738464764e-06
2.900000000000000017e-05,-1.614599977983743841e-06
2.949999999999999877e-05,-1.439099969502421943e-06
3.000000000000000076e-05,-2.843099944129789743e-06
3.049999999999999936e-05,-2.702699969177047007e-06
3.100000000000000135e-05,-6.668999981229717293e-07
3.149999999999999995e-05,4.563000038615427678e-07
3.199999999999999855e-05,-1.754999311742722025e-07
3.249999999999999715e-05,-1.123199965604726551e-06
3.300000000000000253e-05,-2.211300004546501339e-06
3.350000000000000113e-05,-2.948399899196374598e-06
3.399999999999999973e-05,-2.035799950590444310e-06
3.449999999999999833e-05,-3.509996986394980658e-08
3.499999999999999693e-05,1.719899978525063404e-06
3.550000000000000231e-05,1.790099963727698280e-06
3.600000000000000091e-05,9.477000094193500001e-07
3.649999999999999951e-05,9.827999588196689051e-07
3.699999999999999811e-05,1.930499947775388255e-06
3.749999999999999671e-05,2.141099921573186090e-06
