# Time[s], Amplitude[v]
0.000000000000000000e+00,-4.211999862491211134e-07
4.999999999999999774e-07,3.860999891003302679e-07
9.999999999999999547e-07,-7.019999884505523051e-08
1.500000000000000038e-06,-1.614599966615060112e-06
1.999999999999999909e-06,-1.825199894938123239e-06
2.500000000000000205e-06,-3.159000152663793330e-07
3.000000000000000076e-06,-2.807999703691166529e-07
3.499999999999999947e-06,-4.211999726067006271e-07
3.999999999999999819e-06,1.123199976973410281e-06
4.500000000000000114e-06,1.930499947775388255e-06
5.000000000000000409e-06,-4.092726157978176919e-14
5.499999999999999857e-06,-8.775000151217682033e-07
6.000000000000000152e-06,1.158299985490884856e-06
6.499999999999999600e-06,2.597399939077149662e-06
6.999999999999999895e-06,9.827998951550399335e-07
7.500000000000000190e-06,-2.457000118738506159e-07
7.999999999999999638e-06,1.544399992781109177e-06
8.499999999999999933e-06,3.966299871080991274e-06
9.000000000000000228e-06,2.843099955498473685e-06
9.500000000000000523e-06,7.370999514932919082e-07
1.000000000000000082e-05,1.754999561853764981e-07
1.049999999999999942e-05,1.860299964846490082e-06
1.099999999999999971e-05,2.632499920309783158e-06
1.150000000000000001e-05,1.509299963800003845e-06
1.200000000000000030e-05,1.052999982675828458e-07
1.250000000000000060e-05,-9.476999389335106000e-07
1.299999999999999920e-05,-2.807999794640636791e-07
1.349999999999999949e-05,4.211999930703313831e-07
1.399999999999999979e-05,-7.370999264821875332e-07
1.450000000000000009e-05,-1.684799967733852125e-06
1.500000000000000038e-05,-3.510000124151701785e-07
1.550000000000000068e-05,1.895399980185174980e-06
1.599999999999999928e-05,2.070899943191761748e-06
1.650000000000000127e-05,9.827999679146159313e-07
1.699999999999999987e-05,3.509999942252761526e-08
1.749999999999999847e-05,-1.088099952539778357e-06
1.800000000000000046e-05,-2.456999948208249576e-06
1.849999999999999906e-05,-2.000699923883075894e-06
1.900000000000000105e-05,7.019995337032013922e-08
1.949999999999999965e-05,-2.106000215462699871e-07
2.000000000000000164e-05,-2.141099907930765868e-06
2.050000000000000024e-05,-2.000699967084074109e-06
2.099999999999999884e-05,-6.317999714156031016e-07
2.150000000000000083e-05,-3.509999760353821266e-07
2.199999999999999943e-05,-9.125999531534034844e-07
2.250000000000000142e-05,-1.228499963872309410e-06
2.300000000000000002e-05,-1.158299962753517397e-06
2.349999999999999862e-05,-8.423999724982422268e-07
2.400000000000000061e-05,9.476999389335106000e-07
2.449999999999999921e-05,4.457699915292323262e-06
2.500000000000000120e-05,5.791499818315060179e-06
2.549999999999999980e-05,2.913299865667795648e-06
2.599999999999999840e-05,-1.123199940593622176e-06
2.650000000000000039e-05,-1.754999955210223493e-06
2.699999999999999899e-05,4.913999669042823709e-07
2.750000000000000098e-05,2.035799930126813554e-06
2.799999999999999958e-05,1.614599950698902763e-06
2.850000000000000157e-05,1.754999789227440371e-07
2.900000000000000017e-05,-1.123199951962305906e-06
2.949999999999999877e-05,-8.072999912656087301e-07
3.000000000000000076e-05,-1.755000039338483592e-07
