# Time[s], Amplitude[v]
0.000000000000000000e+00,3.510000033202232052e-07
4.999999999999999774e-07,7.019999679869214962e-07
9.999999999999999547e-07,1.333799912117683519e-06
1.500000000000000038e-06,6.317999850580236409e-07
1.999999999999999909e-06,-6.668999981229717293e-07
2.500000000000000205e-06,5.264999663268099200e-07
3.000000000000000076e-06,2.386799947089457351e-06
3.499999999999999947e-06,2.737799914029892398e-06
3.999999999999999819e-06,2.316599923233298090e-06
4.500000000000000114e-06,3.510000055939599618e-07
5.000000000000000409e-06,-3.264299909915280312e-06
5.499999999999999857e-06,-4.211999892049789128e-06
6.000000000000000152e-06,-1.123199976973410281e-06
6.499999999999999600e-06,1.298700026381993692e-06
6.999999999999999895e-06,6.668999958492350257e-07
7.500000000000000190e-06,-2.808000203913252441e-07
7.999999999999999638e-06,-1.403999956437473960e-06
8.499999999999999933e-06,-2.562299946475832224e-06
9.000000000000000228e-06,-2.246399933483189806e-06
9.500000000000000523e-06,-2.807999590004328702e-07
1.000000000000000082e-05,9.827999406297748527e-07
1.049999999999999942e-05,1.052999975854618267e-06
1.099999999999999971e-05,1.719899939871538596e-06
1.150000000000000001e-05,2.456999934565828931e-06
1.200000000000000030e-05,2.983499882702744799e-06
1.250000000000000060e-05,2.878199875340214914e-06
1.299999999999999920e-05,1.684799981376272558e-06
1.349999999999999949e-05,1.052999709827417936e-07
1.399999999999999979e-05,-4.563000516100146554e-07
1.450000000000000009e-05,-9.125999440584564582e-07
1.500000000000000038e-05,-8.424000020568201149e-07
1.550000000000000068e-05,6.317999736893398052e-07
1.599999999999999928e-05,1.544399960948794691e-06
1.650000000000000127e-05,-7.019999543445010627e-07
1.699999999999999987e-05,-3.896099904068250874e-06
1.749999999999999847e-05,-3.474899901902972623e-06
1.800000000000000046e-05,-3.861000141114345900e-07
1.849999999999999906e-05,-5.229594535194337595e-14
1.900000000000000105e-05,-2.492099895334831672e-06
1.949999999999999965e-05,-2.913299929332424620e-06
2.000000000000000164e-05,-1.333800014435837511e-06
2.050000000000000024e-05,1.052999505191110112e-07
2.099999999999999884e-05,1.474199982567370137e-06
2.150000000000000083e-05,3.158999893457803613e-06
2.199999999999999943e-05,3.123899928141327041e-06
2.250000000000000142e-05,-3.860999822791199983e-07
2.300000000000000002e-05,-2.737799945862207096e-06
2.349999999999999862e-05,-1.649699956942640634e-06
2.400000000000000061e-05,1.017899978705827422e-06
2.449999999999999921e-05,1.719899976251326700e-06
2.500000000000000120e-05,7.019999770818685224e-07
2.549999999999999980e-05,-8.423999861406627661e-07
2.599999999999999840e-05,-8.774999741945066913e-07
2.650000000000000039e-05,-3.860999777316464852e-07
2.699999999999999899e-05,1.017899912767461535e-06
2.750000000000000098e-05,2.492099906703515613e-06
2.799999999999999958e-05,1.614599973436270434e-06
2.850000000000000157e-05,-9.477000276092439466e-07
2.900000000000000017e-05,-1.825199949507805184e-06
2.949999999999999877e-05,1.403999840476899482e-07
3.000000000000000076e-05,2.983499932724953549e-06
3.049999999999999936e-05,1.614599923414061684e-06
3.100000000000000135e-05,-1.790099961453961365e-06
3.149999999999999995e-05,-2.105999947161763128e-06
3.199999999999999855e-05,-7.721999895693443716e-07
3.249999999999999715e-05,-1.052999969033407945e-06
3.300000000000000253e-05,-1.754999980221327868e-06
3.350000000000000113e-05,-1.333799948497471624e-06
3.399999999999999973e-05,-1.052999957664724215e-06
3.449999999999999833e-05,-4.562999538393341767e-07
3.499999999999999693e-05,5.615999612018640619e-07
3.550000000000000231e-05,7.721999577370297799e-07
3.600000000000000091e-05,-7.020000566626550016e-08
3.649999999999999951e-05,-1.755000153025321154e-07
3.699999999999999811e-05,-5.966999651718652299e-07
3.749999999999999671e-05,-8.774999741945066913e-07
3.800000000000000209e-05,-9.476999639446148691e-07
3.850000000000000069e-05,-2.807999021570140094e-07
3.899999999999999929e-05,4.562999856716487684e-07
3.949999999999999789e-05,1.509299970621213956e-06
4.000000000000000327e-05,1.965599915365601107e-06
4.050000000000000187e-05,9.125999713432975368e-07
4.100000000000000047e-05,-1.754999955210223493e-06
4.149999999999999907e-05,-2.913299965712212725e-06
4.199999999999999768e-05,-1.052999964485934538e-06
4.250000000000000305e-05,9.827999679146159313e-07
4.300000000000000165e-05,5.615999884867051405e-07
4.350000000000000026e-05,-8.072999753494513814e-07
4.399999999999999886e-05,-1.017899992348247855e-06
4.449999999999999746e-05,7.019999884505523051e-08
4.500000000000000283e-05,5.967000129203370645e-07
4.550000000000000144e-05,8.072999730757146777e-07
4.600000000000000004e-05,1.158299933194939614e-06
4.649999999999999864e-05,8.423999747719790363e-07
4.699999999999999724e-05,9.476998889113019559e-07
4.750000000000000262e-05,5.967000242890207944e-07
4.800000000000000122e-05,3.509998578010708919e-08
4.849999999999999982e-05,-7.019998292889794790e-08
4.899999999999999842e-05,9.477000048718764870e-07
4.949999999999999702e-05,1.158299990038358475e-06
5.000000000000000240e-05,-4.211999612380168443e-07
5.050000000000000100e-05,-1.860299935287912300e-06
5.099999999999999960e-05,-1.579499926265270839e-06
5.149999999999999820e-05,-9.476999798607721120e-07
5.199999999999999680e-05,-8.423999111073499588e-07
5.250000000000000218e-05,8.073000276453967291e-07
5.300000000000000078e-05,2.562299905548570712e-06
5.349999999999999938e-05,2.948399917386268651e-06
5.399999999999999798e-05,1.544399935937690316e-06
5.450000000000000336e-05,8.774999764682433949e-07
5.500000000000000196e-05,6.668999844805511900e-07
5.550000000000000056e-05,4.913999737254925876e-07
5.599999999999999916e-05,8.774999650995596651e-07
5.649999999999999776e-05,1.228500000252097303e-06
5.700000000000000314e-05,1.263599990579678038e-06
5.750000000000000174e-05,2.456999550304317551e-07
5.800000000000000034e-05,-2.246399956220557266e-06
5.849999999999999894e-05,-3.369599889992968907e-06
5.899999999999999754e-05,-1.123199974699673577e-06
5.950000000000000292e-05,9.125999963544018059e-07
6.000000000000000152e-05,3.158999743391177681e-07
6.050000000000000012e-05,-1.333799980329786110e-06
6.099999999999999872e-05,-2.141099944310553973e-06
6.150000000000000410e-05,-2.351699929477035750e-06
6.200000000000000270e-05,-1.754999934746592737e-06
6.250000000000000130e-05,-5.265000027065980248e-07
6.299999999999999990e-05,2.807999567266961136e-07
6.349999999999999850e-05,-7.020003067736979574e-08
6.399999999999999710e-05,-4.211999907965946265e-07
6.449999999999999570e-05,-1.053000323736341675e-07
6.499999999999999431e-05,1.017899960515933370e-06
6.550000000000000646e-05,3.158999957122432584e-06
6.600000000000000506e-05,3.685499900711875045e-06
6.650000000000000366e-05,3.123899950878694501e-06
6.700000000000000226e-05,1.790099900063069097e-06
6.750000000000000086e-05,2.456999777677992676e-07
6.799999999999999946e-05,-1.228499966146046114e-06
6.849999999999999806e-05,-2.070899990940233794e-06
6.899999999999999667e-05,-2.176199959649238871e-06
6.949999999999999527e-05,-1.193399955354834623e-06
6.999999999999999387e-05,-2.456999550304317551e-07
7.050000000000000602e-05,-1.790099909158016123e-06
7.100000000000000462e-05,-2.913299920237477805e-06
7.150000000000000322e-05,-9.476999389335106000e-07
7.200000000000000182e-05,4.562999606605444463e-07
7.250000000000000043e-05,5.616000066765991929e-07
7.299999999999999903e-05,2.808000067489047048e-07
7.349999999999999763e-05,1.403999899594055099e-06
7.399999999999999623e-05,1.825199940412858370e-06
7.449999999999999483e-05,2.105999978994077402e-06
7.499999999999999343e-05,1.649699984227481713e-06
7.550000000000000558e-05,-2.106000056301127177e-07
7.600000000000000418e-05,-3.053699931570008647e-06
7.650000000000000279e-05,-3.720599820553616274e-06
7.700000000000000139e-05,-1.544399988233635769e-06
7.749999999999999999e-05,-6.669000026704452424e-07
7.799999999999999859e-05,-1.052999973580881564e-06
7.849999999999999719e-05,-1.404000181537412700e-07
7.899999999999999579e-05,2.000699967084074109e-06
7.949999999999999439e-05,2.702699925976048791e-06
8.000000000000000654e-05,2.843099905476264935e-06
8.050000000000000515e-05,3.194099886059120628e-06
8.100000000000000375e-05,1.860299978488910727e-06
8.150000000000000235e-05,-2.070899931823078230e-06
8.200000000000000095e-05,-3.931199876205937132e-06
8.249999999999999955e-05,-1.333799928033840868e-06
8.299999999999999815e-05,2.105999556079041266e-07
8.349999999999999675e-05,-3.018599936694954505e-06
8.399999999999999535e-05,-5.300099855958251215e-06
8.449999999999999395e-05,-3.053699940664955461e-06
8.500000000000000611e-05,7.371000197053944988e-07
8.550000000000000471e-05,2.211299945429345775e-06
8.600000000000000331e-05,2.492099954451987236e-06
8.650000000000000191e-05,3.825899893854511834e-06
8.700000000000000051e-05,3.825899848379776915e-06
8.749999999999999911e-05,2.000699939799233242e-06
8.799999999999999771e-05,3.158999925290118205e-07
8.849999999999999631e-05,1.263599983758467715e-06
8.899999999999999491e-05,1.123199979247146985e-06
8.949999999999999351e-05,-1.860299937561649215e-06
9.000000000000000567e-05,-3.720599943335400810e-06
9.050000000000000427e-05,-1.368899916087684687e-06
9.100000000000000287e-05,2.913299938427371858e-06
9.150000000000000147e-05,3.264299889451649556e-06
9.200000000000000007e-05,-7.721999509158194573e-07
9.249999999999999867e-05,-3.158999895731540316e-06
9.299999999999999727e-05,-1.123199961057252932e-06
9.349999999999999587e-05,4.913999873679131269e-07
9.399999999999999448e-05,-7.019999497970275496e-07
9.450000000000000663e-05,-1.052999987223301997e-06
9.500000000000000523e-05,9.828000088418776551e-07
9.550000000000000383e-05,1.474199948461318947e-06
9.600000000000000243e-05,-2.035799907389446094e-06
9.650000000000000103e-05,-5.264999858809460793e-06
9.699999999999999963e-05,-4.808699827663076576e-06
9.749999999999999823e-05,-3.053699911106377891e-06
9.799999999999999684e-05,-3.018599948063638447e-06
9.849999999999999544e-05,-2.913299908868793864e-06
9.899999999999999404e-05,-5.265000049803347284e-07
9.950000000000000619e-05,2.281499971559242163e-06
1.000000000000000048e-04,4.106699911972100110e-06
1.005000000000000034e-04,5.089499879886716676e-06
1.010000000000000020e-04,5.721299844481109244e-06
1.015000000000000006e-04,4.949099895839026702e-06
1.019999999999999992e-04,3.369599908182862960e-06
1.024999999999999978e-04,-4.913999714517558840e-07
1.029999999999999964e-04,-5.510699859314627044e-06
1.034999999999999950e-04,-7.651799767245393759e-06
1.039999999999999936e-04,-6.282899828420341189e-06
1.045000000000000058e-04,-3.194099915617698622e-06
1.050000000000000044e-04,2.807999999276944351e-07
1.055000000000000030e-04,3.194099872416700406e-06
1.060000000000000016e-04,4.913999857762973921e-06
1.065000000000000002e-04,7.721999770637921417e-06
1.069999999999999988e-04,9.757799675753631231e-06
1.074999999999999974e-04,8.634599746528692573e-06
1.079999999999999960e-04,4.808699843579233925e-06
1.084999999999999946e-04,7.371000015155004464e-07
1.090000000000000067e-04,-3.053699899737693949e-06
1.095000000000000053e-04,-6.353099836360343101e-06
1.100000000000000039e-04,-7.757099842820025176e-06
1.105000000000000025e-04,-6.668999851626722646e-06
1.110000000000000011e-04,-3.790799908074404930e-06
1.114999999999999997e-04,-6.317999782368133183e-07
1.119999999999999983e-04,2.070899934096814933e-06
1.124999999999999969e-04,4.598099862960225132e-06
1.129999999999999955e-04,7.792199792220344399e-06
1.134999999999999941e-04,1.088099972321288017e-05
1.140000000000000063e-04,1.123199969470078947e-05
1.145000000000000049e-04,8.599499724368797141e-06
1.150000000000000035e-04,4.457699876638798877e-06
1.155000000000000021e-04,-9.476999480284576262e-07
1.160000000000000007e-04,-6.914699863500572838e-06
1.164999999999999993e-04,-1.024919969722759534e-05
1.169999999999999979e-04,-1.105649972487299217e-05
1.174999999999999965e-04,-1.091609970444551409e-05
1.179999999999999951e-04,-9.090899773127603383e-06
1.184999999999999937e-04,-3.790799896705720989e-06
1.190000000000000058e-04,2.983499923630006311e-06
1.195000000000000044e-04,7.265699784966272967e-06
1.200000000000000030e-04,8.985599727111548689e-06
1.205000000000000016e-04,9.652499754793097354e-06
1.210000000000000002e-04,9.055799787347495208e-06
1.214999999999999988e-04,5.791499854694848283e-06
1.219999999999999974e-04,8.423999543083482803e-07
1.224999999999999960e-04,-3.404699918974074450e-06
1.230000000000000082e-04,-7.616699804202653468e-06
1.234999999999999932e-04,-1.295189968686827267e-05
1.240000000000000054e-04,-1.597049950078144307e-05
1.244999999999999904e-04,-1.333799956228176543e-05
1.250000000000000026e-04,-6.949799781068577363e-06
1.254999999999999877e-04,-1.053000164574768849e-07
1.259999999999999998e-04,4.562999858990224176e-06
1.265000000000000120e-04,6.563699819253088174e-06
1.269999999999999970e-04,8.423999738624842490e-06
1.275000000000000092e-04,1.052999969715528998e-05
1.279999999999999942e-04,9.476999712205725536e-06
1.285000000000000064e-04,3.825899864295934264e-06
1.289999999999999914e-04,-2.632499956689571263e-06
1.295000000000000036e-04,-6.002099835313856229e-06
1.299999999999999886e-04,-7.160399832173425239e-06
1.305000000000000008e-04,-8.634599764718586202e-06
1.310000000000000129e-04,-9.336599757716613132e-06
1.314999999999999980e-04,-8.318699722167366214e-06
1.320000000000000101e-04,-4.071599926191993629e-06
1.324999999999999952e-04,1.368899975204840252e-06
1.330000000000000073e-04,3.720599911503086536e-06
1.334999999999999924e-04,4.633199862382752681e-06
1.340000000000000045e-04,7.651799849099916783e-06
1.344999999999999896e-04,1.119689972483684034e-05
1.350000000000000017e-04,1.168829966218254345e-05
1.354999999999999868e-04,8.704799811312113346e-06
1.359999999999999989e-04,3.439799934312759348e-06
1.365000000000000111e-04,-2.351699943119456395e-06
1.369999999999999961e-04,-7.265699859999586303e-06
1.375000000000000083e-04,-8.774999689649121883e-06
1.379999999999999933e-04,-5.264999788323620863e-06
1.385000000000000055e-04,7.019997610768769148e-08
1.389999999999999905e-04,2.843099930487369522e-06
1.395000000000000027e-04,4.211999898870999662e-06
1.399999999999999877e-04,6.177599843795178763e-06
1.404999999999999999e-04,7.441199766162754210e-06
1.410000000000000120e-04,6.037199818820227276e-06
1.414999999999999971e-04,2.948399887827690657e-06
1.420000000000000092e-04,2.105999851664819353e-07
1.424999999999999943e-04,-1.228499972967256225e-06
1.430000000000000064e-04,-2.983499898618902148e-06
1.434999999999999915e-04,-7.125299821382213748e-06
1.440000000000000036e-04,-9.792899729745841361e-06
1.444999999999999887e-04,-8.985599754396389133e-06
1.450000000000000009e-04,-6.984899846429470588e-06
1.455000000000000130e-04,-6.142499792076705760e-06
1.459999999999999981e-04,-4.984199886166607436e-06
1.465000000000000102e-04,-8.423999679507688196e-07
1.469999999999999953e-04,3.860999875087145754e-06
1.475000000000000074e-04,4.422599870395060794e-06
1.479999999999999925e-04,2.105999899413291081e-06
1.485000000000000046e-04,5.264999754217569462e-07
1.489999999999999897e-04,3.509999760353821266e-07
1.495000000000000018e-04,-2.456999891364830504e-07
1.499999999999999869e-04,-2.843099903202528231e-06
1.504999999999999990e-04,-6.598799809580668909e-06
1.510000000000000112e-04,-7.757099822356395267e-06
1.514999999999999962e-04,-6.388199803950555953e-06
1.520000000000000084e-04,-2.948399917386268651e-06
1.524999999999999934e-04,2.211299924965715019e-06
1.530000000000000056e-04,5.615999843939789469e-06
1.534999999999999906e-04,4.387499823224061198e-06
1.540000000000000028e-04,2.456999916375934879e-06
1.544999999999999878e-04,4.071599917097045968e-06
1.550000000000000000e-04,7.019999807198473752e-06
1.555000000000000121e-04,6.107399794927914491e-06
1.559999999999999972e-04,2.351699952214403209e-06
1.565000000000000093e-04,-7.370999651357124475e-07
1.569999999999999944e-04,-5.265000140752817546e-07
1.575000000000000065e-04,-1.052999982675828590e-06
1.579999999999999916e-04,-3.545099871189449727e-06
1.585000000000000037e-04,-4.141799920489575320e-06
1.589999999999999888e-04,-1.193399948533624512e-06
1.595000000000000009e-04,1.158299976395937830e-06
1.600000000000000131e-04,2.562299930559674875e-06
1.604999999999999981e-04,5.370299827518465870e-06
1.610000000000000103e-04,8.564399761326058544e-06
1.614999999999999953e-04,8.564399711303850217e-06
1.620000000000000075e-04,6.633899813550669865e-06
1.624999999999999925e-04,4.387499866425059837e-06
1.630000000000000047e-04,1.403999970079894394e-06
1.634999999999999897e-04,-1.684799958638905099e-06
1.640000000000000019e-04,-4.598099844770331503e-06
1.644999999999999869e-04,-7.827299766631767784e-06
1.649999999999999991e-04,-9.301499774210242932e-06
1.655000000000000113e-04,-7.055099811168474708e-06
1.659999999999999963e-04,-3.720599900134402594e-06
1.665000000000000085e-04,-7.019999679869214962e-07
1.669999999999999935e-04,2.527199910673516570e-06
1.675000000000000057e-04,6.317999782368132971e-06
1.679999999999999907e-04,8.704799765837379274e-06
1.685000000000000029e-04,7.897499713180878276e-06
1.689999999999999879e-04,5.510699820661102659e-06
1.695000000000000001e-04,1.228499975240993140e-06
1.700000000000000122e-04,-4.527899905042431546e-06
1.704999999999999973e-04,-1.063529962721077067e-05
1.710000000000000094e-04,-1.368899964745651246e-05
1.714999999999999945e-04,-1.505789967950477115e-05
1.720000000000000066e-04,-1.421549965471058304e-05
1.724999999999999917e-04,-9.476999773596616957e-06
1.730000000000000038e-04,-3.123899912225169693e-06
1.734999999999999889e-04,2.035799941495497495e-06
1.740000000000000010e-04,5.756399816618795502e-06
1.745000000000000132e-04,8.810099764104961921e-06
1.749999999999999982e-04,1.091609963395967416e-05
1.755000000000000104e-04,1.070549971700529561e-05
1.759999999999999954e-04,7.406099775835173476e-06
1.765000000000000076e-04,2.316599970981769712e-06
1.769999999999999926e-04,-2.176199923269450766e-06
1.775000000000000048e-04,-6.317999861948919715e-06
1.779999999999999898e-04,-1.017899980752190540e-05
1.785000000000000020e-04,-1.168829973039464710e-05
1.789999999999999870e-04,-9.687599758763099157e-06
1.794999999999999992e-04,-4.352399912477267208e-06
1.800000000000000113e-04,3.474899931461550194e-06
1.804999999999999964e-04,1.077569969766045708e-05
1.810000000000000085e-04,1.470689970346938928e-05
1.814999999999999936e-04,1.607579956043991883e-05
1.820000000000000057e-04,1.561949961114805679e-05
1.824999999999999908e-04,1.210949964615792892e-05
1.830000000000000029e-04,5.896799839320010709e-06
1.834999999999999880e-04,-3.509999487505410877e-08
1.840000000000000001e-04,-4.247099857366265700e-06
1.845000000000000123e-04,-8.774999814704642699e-06
1.849999999999999973e-04,-1.144259962984506335e-05
1.855000000000000095e-04,-1.035449969549517798e-05
1.859999999999999945e-04,-6.809399772009783225e-06
1.865000000000000067e-04,-1.263599961021100256e-06
1.869999999999999917e-04,6.493499847692874366e-06
1.875000000000000039e-04,1.284659971361179419e-05
1.879999999999999890e-04,1.330289961288144621e-05
1.885000000000000011e-04,1.014389972169738057e-05
1.890000000000000133e-04,8.599499742558692464e-06
1.894999999999999983e-04,6.984899837334523773e-06
1.900000000000000105e-04,2.948399924207478762e-06
1.904999999999999955e-04,-2.667599887899996433e-06
1.910000000000000077e-04,-7.897499722275825091e-06
1.914999999999999927e-04,-1.175849973833464901e-05
1.920000000000000049e-04,-1.302209962432243635e-05
1.924999999999999899e-04,-1.189889961779044892e-05
1.930000000000000021e-04,-7.932599773994297246e-06
1.934999999999999871e-04,-1.228499954777362384e-06
1.939999999999999993e-04,5.019299840114399219e-06
1.945000000000000114e-04,8.353799807991891041e-06
1.949999999999999965e-04,7.686899771215393868e-06
1.955000000000000086e-04,5.335199912224197625e-06
1.959999999999999937e-04,9.476999866819824346e-07
1.965000000000000058e-04,-5.791499843326164342e-06
1.969999999999999909e-04,-1.249559965572188930e-05
1.975000000000000030e-04,-1.484729964886355487e-05
1.979999999999999881e-04,-1.323269959584649748e-05
1.985000000000000002e-04,-1.105649974306288580e-05
1.990000000000000124e-04,-1.017899975749969538e-05
1.994999999999999974e-04,-6.879599852709361348e-06
2.000000000000000096e-04,-1.403999658577958958e-07
2.004999999999999946e-04,6.423299869311449177e-06
2.010000000000000068e-04,1.095119972205793527e-05
2.014999999999999918e-04,1.165319972642464529e-05
2.020000000000000040e-04,9.687599711014627111e-06
2.024999999999999890e-04,6.282899871621338981e-06
2.030000000000000012e-04,2.632499958963307967e-06
2.035000000000000133e-04,-1.544399949580110749e-06
2.039999999999999984e-04,-5.756399837082426258e-06
2.045000000000000105e-04,-8.774999716933962326e-06
2.049999999999999956e-04,-9.722699755911890426e-06
2.055000000000000077e-04,-7.546499796262651555e-06
2.059999999999999928e-04,-2.527199872019991761e-06
2.065000000000000049e-04,3.896099860867252235e-06
2.069999999999999900e-04,9.898199687086162496e-06
2.075000000000000022e-04,1.460159950966044589e-05
2.079999999999999872e-04,1.649699958306882614e-05
2.084999999999999994e-04,1.635659951944035196e-05
2.090000000000000115e-04,1.453139955174265230e-05
2.094999999999999966e-04,9.055799780526286368e-06
2.100000000000000087e-04,1.790099915979226446e-06
2.104999999999999938e-04,-3.404699857583182182e-06
